username,date,tweet,hashtags,link
liketephlon,3/29/2022 22:34,"@HDtrixie @wh0d4t @JodieAbacus @kathygriffin That you should look down at the FDA, CDC, PFIZER, NIH. JAND J, MODERNA as they are manipulating data about vaccine injuries that are taking place all over the world.",[],https://twitter.com/liketephlon/status/1508905353169317898
datos_digital,3/29/2022 22:34,CDC Advises To Mix J&amp;J Covid Vaccine With Pfizer Or Moderna Booster : #analytics #googleads #facebookads  https://t.co/RWs79NqnhF,"['analytics', 'googleads', 'facebookads']",https://twitter.com/datos_digital/status/1508905342503198720
kjune65,3/29/2022 22:33,Pfizer sponsored The Oscars this year and they have a new vaccine for Alopecia. It is so crazy that totally unplanned slap over Alopecia happened at the Oscars at same time. I guess is was just a coincidence.🥴,[],https://twitter.com/kjune65/status/1508905234382348288
originator39,3/29/2022 22:33,Pfizer CEO Was SKEPTICAL Of mRNA Vaccines  https://t.co/gdi0s5PJzG via @YouTube,[],https://twitter.com/originator39/status/1508905228883705857
CumberlandTN,3/29/2022 22:32,The agency approved a second booster dose of the Pfizer or Moderna COVID-19 vaccine for people 50 years of age and older at least four months after their first booster dose.  https://t.co/ALUe2GiqGh,[],https://twitter.com/CumberlandTN/status/1508904914264723458
JoeBlog05100722,3/29/2022 22:30,"@Jo521969 Pfizer never called them ""vaccines"" (careful to avoid that term!!) and by CDC figures many 000 s have died . . and thats just the tip of the iceberg . .they tried hiding the Stats for 75 years, and Senate hearings are listening to reports of violent threats to anyone speaking out",[],https://twitter.com/JoeBlog05100722/status/1508904522118275074
myAPLibrary,3/29/2022 22:30,Need to get vaccinated? No problem! Join us at the Galvez library tomorrow at 9:30am for a Pop-Up COVID-19 Vaccination Clinic!  Pfizer vaccines will be available to all LA residents ages 12+. Appointments are preferred. Call 1-844-888-2772 to schedule an appointment. #myAPL  https://t.co/UeKpbXj9CR,['myapl'],https://twitter.com/myAPLibrary/status/1508904445916205070
poandpo,3/29/2022 22:30,"FDA approves second booster of Pfizer, Moderna vaccines for 50 and over  https://t.co/rNB7ythqtH #Health  https://t.co/eQQT8822Zi #news 591","['health', 'news']",https://twitter.com/poandpo/status/1508904335295623168
CBS12,3/29/2022 22:30,The FDA approved shot #4 of the Pfizer and Moderna vaccines for people ages 50 and older.  https://t.co/5X95yQBff1  https://t.co/uFMMq2suix,[],https://twitter.com/CBS12/status/1508904327225692170
TheresaPop69,3/29/2022 22:29,@TruWordsRSpoken @kylegriffin1 we took our 3rd early December so I'm assuming we wait 5/6 months for the 4th booster? I felt sore arm for a day with the Pfizer vaccine...,[],https://twitter.com/TheresaPop69/status/1508904186733158403
newsaxes,3/29/2022 22:27,CDC recommends fourth Pfizer and Moderna Covid vaccine doses for people age 50 and older  https://t.co/MbviTrWrtM,[],https://twitter.com/newsaxes/status/1508903680539516929
HeraldAfrican,3/29/2022 22:26,CDC Advises To Mix J&amp;J Covid Vaccine With Pfizer Or Moderna Booster  https://t.co/f4YVCRzF3S,[],https://twitter.com/HeraldAfrican/status/1508903431632740361
lonestarstatech,3/29/2022 22:24,Wow watch this yt decode. Predictive programming of smack scenes (vaccines) with Chris Rock &amp; Will Smith. Even reference to bad flu virus and DNA manipulation. Ironic considering Pfizer was all over the Oscar’s.  https://t.co/loLC83Qrn6,[],https://twitter.com/lonestarstatech/status/1508902835076931586
AP,3/29/2022 22:22,U.S. regulators are allowing people 50 and older to get another booster dose of the Pfizer or Modern COVID-19 vaccine.   The FDA’s decision aims to offer extra protection to the most vulnerable in case the virus rebounds.  https://t.co/HvdJSBJ17I,[],https://twitter.com/AP/status/1508902550526955525
Gladari,3/29/2022 22:22,FDA authorizes second booster shot for Americans over 50  https://t.co/MXavg5ZwLj 'A 2nd booster dose of Pfizer or Moderna Vaccine may be administered to individuals 50 years of age &amp; older at least 4 months after receipt of 1st booster dose of any authorized vaccine.',[],https://twitter.com/Gladari/status/1508902540771041289
stephgreenkc,3/29/2022 22:21,CDC Advises To Mix J&amp;J Covid Vaccine With Pfizer Or Moderna Booster via @forbes  https://t.co/5vr4tDekRL,[],https://twitter.com/stephgreenkc/status/1508902300445724675
Pharmakeia,3/29/2022 22:21,CDC Advises To Mix J&amp;J Covid Vaccine With Pfizer Or Moderna Booster - Forbes  https://t.co/AaVEWrm90F  https://t.co/1Sdf70x4BN,[],https://twitter.com/Pharmakeia/status/1508902122418368513
RicGottardi,3/29/2022 22:20,"&gt;20 years of research to save lives. Excited for Dr. Drew Weissman, @WeissmanLab co-inventor of the technology of the Pfizer/BionTech and Moderna Covid19 vaccines, to deliver the 2022 H.P. Schwan Distinguished Lecture by on ""Nucleoside-modified mRNA-LNP Therapeutics""  https://t.co/do2dhjOYd0",[],https://twitter.com/RicGottardi/status/1508901981712228361
Nieelsinho,3/29/2022 22:20,3ª dose Cheeeck ✅ VACINADO galerinha 💉  Não esqueçam #VacinaSalva   #vaccines #COVID-19 #Pfizer,"['vacinasalva', 'vaccines', 'covid', 'pfizer']",https://twitter.com/Nieelsinho/status/1508901860027027460
DodiLuxolo,3/29/2022 22:19,"@bonglez Poor rollout: 1st bought wrong ones frm india, then at some point ran out of Johnson &amp; Pfizer,health minister nd president did not agree on Russian/Chinese Vaccines..no door to door vaccination campaign in rural areas with many elderly, no mandatory vaxx for health workers &amp; MPs",[],https://twitter.com/DodiLuxolo/status/1508901677000232968
JRodzMIA,3/29/2022 22:17,#FDA approves second dose of #Pfizer and #Moderna #boostershot for #Over50 in the #UnitedStates @Harold_T51 @Telemundo51 #vaccine #COVID19  https://t.co/7RGWECouVM  https://t.co/AST9xvr9rh,"['fda', 'pfizer', 'moderna', 'boostershot', 'over50', 'unitedstates', 'vaccine', 'covid19']",https://twitter.com/JRodzMIA/status/1508901189441798145
AlexandraLeslie,3/29/2022 22:16,"NEW: @CDCDirector officially recommends second booster doses of Pfizer and Moderna COVID-19 vaccines for people 50+ and with certain immunocompromised conditions. The CDC says J&amp;J recipients may receive the additional mRNA booster, too. @wpri12  https://t.co/CqnsbiN2aw",[],https://twitter.com/AlexandraLeslie/status/1508900985699196933
ChescoHealth,3/29/2022 22:16,NEW A 2nd booster dose of the Pfizer or Moderna COVID19 Vaccine may be administered to those 50 years + at least 4 months after receipt of a 1st booster dose of any authorized/approved COVID-19 vaccine. Plus booster new guidance for the immunocompromised  https://t.co/hBcNSsDPyk,[],https://twitter.com/ChescoHealth/status/1508900949716254726
drugtest_rachel,3/29/2022 22:16,CDC Advises To Mix J&amp;J Covid Vaccine With Pfizer Or Moderna Booster  https://t.co/hKIoRYeZwR,[],https://twitter.com/drugtest_rachel/status/1508900939171700738
snopes,3/29/2022 22:15,The Food and Drug Administration’s decision opens a fourth dose of the Pfizer or Moderna vaccines to that age group at least four months after their previous booster.  https://t.co/cfjqS6lyR9,[],https://twitter.com/snopes/status/1508900569116778501
SCCMedAssoc,3/29/2022 22:13,FDA authorizes a second Pfizer or Moderna booster shot for people 50 and older  https://t.co/jzROTMLcNp #COVID #Vaccine #Booster #FDA #Pfizer #Moderna,"['covid', 'vaccine', 'booster', 'fda', 'pfizer', 'moderna']",https://twitter.com/SCCMedAssoc/status/1508900048448331777
mysticmma1,3/29/2022 22:12,@OpinioVulgaris @nzherald So you have an explanation for your illness. So because yours wasn’t vaccines related then nobody else’s should be. Explain why Pfizer wanted to keep all information locked away for 75years. Why now is the government choosing to look into reactions. Remember it was sold as safe,[],https://twitter.com/mysticmma1/status/1508899913723129856
roisimpson,3/29/2022 22:12,"@FutureCJSA @urbanjodi @sheabutterhun @MoshabelaMosa That's vaccines administered, not number of people fully vaccinated. If it's Pfizer, you must pretty much halve it (2 dose regimen) to get population vaccinated.",[],https://twitter.com/roisimpson/status/1508899899429040138
Lesism,3/29/2022 22:11,So... now... Russia invaded Ukraine in order to cover up the list of side-effects for the #Pfizer vaccine?  These people have no self-awareness. They don't realise how ridiculous their horse-drug-addled minds have become.  No.  #Pfizer #CovidVaccines #Pfizerdocuments,"['pfizer', 'pfizer', 'covidvaccines', 'pfizerdocuments']",https://twitter.com/Lesism/status/1508899713852002304
MightyM55070329,3/29/2022 22:11,"@Pepe559431421 November 18, 2021  FOIA Act requests are rarely speedy, but when a group of scientists asked the federal government to share the data it relied upon in licensing Pfizer’s COVID-19 vaccine, the response went beyond typical bureaucratic foot-dragging.  https://t.co/FvisthGyDt",[],https://twitter.com/MightyM55070329/status/1508899684093345795
CMPNewYork,3/29/2022 22:11,COVID Updates (3.29.22)  The Food and Drug Administration today has authorized a second booster shot of Pfizer and Moderna Covid vaccine for individuals 50 years of age and older at least 4 months after receipt of a first booster dose:  https://t.co/GVSzYI4kxL,[],https://twitter.com/CMPNewYork/status/1508899622311403529
serenitynowplze,3/29/2022 22:10,@yelkcoh @EerjkMcRaeOF What's wasteful is giving an arbitrary 3rd or 4th shot to people who don't need them. Pfizer should be donating vaccines to at risk people who haven't even had their first shot yet.,[],https://twitter.com/serenitynowplze/status/1508899455109836800
Sophiesainttrop,3/29/2022 22:08,@CathyDesmettre @olivierveran Et les morts du Covid avec 3 doses Pfizer ils peuvent l’expliquer  les vereux bourlat et Veran? Tous vaccinés tous immuno déprimés!des cinglés!,[],https://twitter.com/Sophiesainttrop/status/1508899035494727682
Islanderman3,3/29/2022 22:08,@MichelsJudi The Vaccines are worthless. I now developed a heart condition because of the wonderful Pfizer shot. It’s very real and the vaccines side effects are dangerous.,[],https://twitter.com/Islanderman3/status/1508898824865169416
Breathe_Simply,3/29/2022 22:08,"@benwrightish “Covid Vaccines: Driving More Infectious Variants &amp; Possibly a Lethal One”  “Learn why he turned down the lucrative &amp; ludicrous Pfizer payday, the latest science on Covid-19 vax &amp; how they’re driving more variants, including a potentially lethal one, &amp;”    https://t.co/BnX7DYk6SU",[],https://twitter.com/Breathe_Simply/status/1508898798055137282
Meggles314712,3/29/2022 22:07,@pfizer when will the studies be complete for the covid vaccine under 5 years old?  I hate that the news keeps talking about boosters when we are missing our youngest kids,[],https://twitter.com/Meggles314712/status/1508898750311378946
Channel8ABC,3/29/2022 22:07,"“Based on an analysis of emerging data, a second booster dose of either the Pfizer-BioNTech or Moderna COVID-19 vaccine could help increase protection levels for these higher-risk individuals,” said Dr. Peter Marks of the #FDA.  https://t.co/virCmi0DUj  https://t.co/q05dmCu8yp",['fda'],https://twitter.com/Channel8ABC/status/1508898617926500352
HappilyH,3/29/2022 22:07,FDA authorizes second Covid booster shot • “The Food and Drug Administration authorized a second #Covid19booster shot for people over the age of 50 and those who are immunocompromised.. for a fourth dose of either the Pfizer or Moderna vaccines.”  https://t.co/XgE6IfjSsv,['covid19booster'],https://twitter.com/HappilyH/status/1508898617532297219
jib7500,3/29/2022 22:07,@audealavie @ChrisCottonStat 8 déc. 2021NEW  YORK (REUTERS) Pfizer has reached a truce with a former longtime employee whom it sued two weeks ago for allegedly stealing confidential documents related to its Covid-19 vaccine and other drugs.  https://t.co/X7OudspeV6,[],https://twitter.com/jib7500/status/1508898601405231110
SlowlyButSur3ly,3/29/2022 22:07,"Id rather get rona for a second time, than take any vaccine/medication made by @AstraZeneca or @pfizer  https://t.co/WrT5ReLEwd",[],https://twitter.com/SlowlyButSur3ly/status/1508898553816657931
ApostleJoelSLW,3/29/2022 22:06,"3/ Pfizer filed an application with the FDA earlier this month to proceed with booster rollouts, having lobbied since December, with Moderna, Pfizer and BionTech posting billion-dollar profits from vaccine booster markets last year.  Subscribe to RT  https://t.co/lvzPts4MAN",[],https://twitter.com/ApostleJoelSLW/status/1508898470337425425
naleken,3/29/2022 22:06,Vaccine trial whistle blower  https://t.co/6CLBbZIGJL via @YouTube een frauduleuze rottroep daar bij #pfizer.,['pfizer'],https://twitter.com/naleken/status/1508898286782107648
Sophiesainttrop,3/29/2022 22:05,@Juliett69045788 @olivierveran mon père : mort du Covid 19 vacciné 3 doses Pfizer : des commentaires aussi stupides devraient être censurés! T’as pas encore compris que le vaccin qui n’en est pas un ne fonctionne pas? ce gouvernement laissent mourir les gens en leur donnant le traitement gouvernemental!,[],https://twitter.com/Sophiesainttrop/status/1508898242699964423
ApostleJoelSLW,3/29/2022 22:05,"1/ FDA approves ANOTHER Covid shot for 50+ and immunocompromised  The FDA have authorized a second booster shot of either Moderna or Pfizer Covid vaccines for those over 50 and some immunocompromised citizens, in what would be a fourth shot within 2 years.",[],https://twitter.com/ApostleJoelSLW/status/1508898115063009282
cbsnewspath,3/29/2022 22:05,PKG AVAILABLE- COVID SECOND BOOSTER- STAHL 4P PKG TUE0189-The FDA has authorized a second booster dose of Pfizer or Moderna’s COVID-19 vaccine for people 50 and older.   ...  https://t.co/xvru5Qgp3n,[],https://twitter.com/cbsnewspath/status/1508898071521935367
amcporg,3/29/2022 22:05,We support the @US_FDA’s authorization of a 2nd booster of the Pfizer &amp; Moderna #COVID19 vaccines to adults ages 50 and older. Pharmacies provide more than 2 of every 3 COVID vaccine doses.,['covid19'],https://twitter.com/amcporg/status/1508898040031100939
doctorvasan,3/29/2022 22:04,"According to this article “Early studies indicate that #Novavax May have similar efficacy to the Pfizer and Moderna vaccines but fewer side effects”. This is on Wuhan strain. For Omicron, $ NVAX appears to be better.  https://t.co/4SiHZFYxnn",['novavax'],https://twitter.com/doctorvasan/status/1508898005147074571
enthusmiasma,3/29/2022 22:03,"@PaprikaPink I read a thing, and I'm pretty sure I retweeted it at the time, and it essentially said that the Pfizer and Moderna vaccines jigger the body's first line of defense; Johnson &amp; Johnson's pokes the buttons on the body's second line of defense.",[],https://twitter.com/enthusmiasma/status/1508897777333514250
MicrobesInfect,3/29/2022 22:03,"People who received J&amp;J coronavirus vaccine are less protected against serious illness &amp; hospitalizations than those who got Pfizer &amp; Moderna shots, according to @CDCgov  Recipients should get a booster with an mRNA vaccine &amp; consider a 2nd mRNA booster.   https://t.co/gbtFjGQ5yb",[],https://twitter.com/MicrobesInfect/status/1508897571883741185
darkhorz116,3/29/2022 22:03,@Gabby7503 @Simphiwe_Chef @NdimUVuyo Sherpa Trial will start soon with the Moderna vaccine. I hear Moderna is a higher dose than Pfizer jab. So the side effects are hectic.   https://t.co/FS1cOoXCIO,[],https://twitter.com/darkhorz116/status/1508897565206622220
Msarruff2,3/29/2022 22:02,"@kaur_jeeto @RepMattGaetz TDS is a terrible disease,  I understand Fauci and Pfizer are coming up with a vaccine in the next 6 _months,  until then keep that mask on to stop the spread!!",[],https://twitter.com/Msarruff2/status/1508897366983720968
rachaelleduffey,3/29/2022 22:02,@FoxMulder010 @BNODesk Me too. I’m done. Have had 2 Pfizer vacs &amp; am on my 2nd round of covid now. Both after the vaccine. 🙄,[],https://twitter.com/rachaelleduffey/status/1508897359027183618
sberto23,3/29/2022 22:02,"I’m excited to tune into @ColumbiaMed’s virtual symposium on #COVID19 vaccines &amp; global health later this month. The agenda is jammed packed with global leaders in health &amp; science, including Pfizer’s Kathrin Jansen. #VaccineSymposium #PFEColleague  https://t.co/UIaOoYPCHs","['covid19', 'vaccinesymposium', 'pfecolleague']",https://twitter.com/sberto23/status/1508897292450816000
valetesla,3/29/2022 22:01,"@Pepe559431421 Euro government asked to make Pfizer &amp; Modena vaccine ingredients, official secrets. Closed off for 60yrs.  #coverup",['coverup'],https://twitter.com/valetesla/status/1508897251699081216
EINPfizerNews,3/29/2022 22:01,CDC Advises To Mix J&amp;J Covid Vaccine With Pfizer Or Moderna Booster  https://t.co/oC4t6xfXwW,[],https://twitter.com/EINPfizerNews/status/1508897238118019076
HC_Finance,3/29/2022 22:01,FDA authorizes Pfizer and Moderna to give fourth dose of COVID-19 vaccine  https://t.co/jpksK7tzjv,[],https://twitter.com/HC_Finance/status/1508897047667089409
TheCenter62201,3/29/2022 22:00,"FREE VACCINATION CLINIC  Tomorrow from 10 AM-4 PM. Ages 12 and up are welcome, no appointment needed. Pfizer, Moderna, and Johnson &amp; Johnson vaccines available.  #COVID #Vaccines #Vaccinate #VaccinesSaveLives  https://t.co/5S1eX654u3","['covid', 'vaccines', 'vaccinate', 'vaccinessavelives']",https://twitter.com/TheCenter62201/status/1508896878750015500
HealthyOklahoma,3/29/2022 22:00,All Oklahomans ages 18+ are encouraged to get a booster shot if it’s been: ▪5 months since initial Pfizer or Moderna series. ▪2 months since initial J&amp;J vaccine.   Individuals ages 12-17 are eligible to receive the Pfizer booster. Find a booster dose at  https://t.co/MSzUyo1afa.  https://t.co/aRA2A6iaT6,[],https://twitter.com/HealthyOklahoma/status/1508896878116720646
MaisaCorp,3/29/2022 22:00,The US Food and Drug Administration on Tuesday approved a second booster dose of the COVID-19 vaccines developed by Moderna $MRNA and jointly by Pfizer $PFE and BioNTech $BNTX for people aged 50 and older.,[],https://twitter.com/MaisaCorp/status/1508896857115795463
poandpo,3/29/2022 22:00,"FDA approves second booster of Pfizer, Moderna vaccines for 50 and over  https://t.co/rNB7ythqtH #Health  https://t.co/eQQT8822Zi #news 804","['health', 'news']",https://twitter.com/poandpo/status/1508896792187912197
WGXAnews,3/29/2022 22:00,The Food and Drug Administration's decision opens a fourth dose of the Pfizer or Moderna vaccines to those people at least four months after their previous booster.   https://t.co/mKNnnIvjol,[],https://twitter.com/WGXAnews/status/1508896781488119809
realist_brutal,3/29/2022 21:59,@SerenaShimAward @cc_koi @GoodGir17753533 My husband only had a sore arm with his Pfizer shot. The first couple of Moderna vaccines knocked me flat but the booster only made me tired for a day. The Moderna booster is only half a dose though.,[],https://twitter.com/realist_brutal/status/1508896740400840711
jonathanserrie,3/29/2022 21:59,"Separately, adults vaccinated and boosted with Johnson &amp; Johnson’s #COVID19 vaccine may receive a second booster dose using an mRNA (Pfizer or Moderna) vaccine 4+ months following their J&amp;J booster dose. That’s based on new data published in CDC’s #MMWR:  https://t.co/8aOe8ftOO2","['covid19', 'mmwr']",https://twitter.com/jonathanserrie/status/1508896530010357766
jonathanserrie,3/29/2022 21:59,"Acting on today’s FDA authorization, @CDCgov is updating its #COVID19 vaccine recommendations to allow people age 50+ to receive a second mRNA (Pfizer or Moderna) booster dose 4+ months following their first booster.",['covid19'],https://twitter.com/jonathanserrie/status/1508896527397408774
alias_swarren,3/29/2022 21:58,"""FDA approves fourth shot of Pfizer and Moderna vaccines for over 50s - and approves a fourth AND fifth shot for Americans over 12 and with underlying conditions.""  🙃🙃🙃🙃...🙃   https://t.co/ghzJVHPoxd",[],https://twitter.com/alias_swarren/status/1508896431834230784
AccurateReasons,3/29/2022 21:56,"Science is NOT on their side. Vaccine does not prevent transmission!  Polish study shows Pfizer vaccine *seriously* damages brain cells. Similar to cancer.  Results are in “vitro”, outside the body, unfortunately in “vivo”, inside the body are often similar.",[],https://twitter.com/AccurateReasons/status/1508895934314385416
FlareCP,3/29/2022 21:56,CDC Advises To Mix J&amp;J Covid Vaccine With Pfizer Or Moderna Booster  https://t.co/HOr0rGgdYl  https://t.co/HIACpdk6kJ,[],https://twitter.com/FlareCP/status/1508895803259035650
NotRight510710,3/29/2022 21:55,@UGymbo @BreezerGalway @LaymansScience @NoLibbyHere @SwaledaleMutton @KevinPe00158553 @CovidLarry @jpg1962 @lazlowoodbine42 @dave35547237 @EminentDomain16 @Nickowenn1 @orion_darth @bluraggamuffin Allowing you to expose your ignorance of facts in your replies. You're doing really well.  CEO of Pfizer is vaccinated. You claim not  Ivermectin doesn't work for COVID. You claim it does.  Graphene Oxide isn't in vaccines. You claim it does.  You're wrong on every point.,[],https://twitter.com/NotRight510710/status/1508895741669957633
lochelle1,3/29/2022 21:55,CNBC: FDA authorizes fourth Pfizer and Moderna Covid vaccine doses for people age 50 and older.  https://t.co/0vXZLeq94C,[],https://twitter.com/lochelle1/status/1508895532084867086
PBarSr,3/29/2022 21:54,@holasoyholasoy @Vaxart It costs money to make money. Forget about what Pfizer and Moderna are doing and concentrate on just how lucrative an oral vaccine that PREVENTS transmission will be. Great science takes time. mRNA shots are what we get when the process is rushed for political reasons. HOLY GRAIL,[],https://twitter.com/PBarSr/status/1508895337272029196
MartinPCostello,3/29/2022 21:54,"""Beware of warm summer evenings: Men in their early 60's face a greater risk of dying from heart attacks and strokes on muggy nights""  Translation: ""Deflect from your vaccine induced myocarditis...""  There, fixed it for you!  @GWH_NHS  #Pfizer #Swindon #BusinessProposal #NHS  https://t.co/zBrwxVh5L0","['pfizer', 'swindon', 'businessproposal', 'nhs']",https://twitter.com/MartinPCostello/status/1508895326572326915
PharmaProWorld,3/29/2022 21:54,#FDA has authorized a second #Booster dose of #COVID19 #Vaccine for individuals who are immunocompromised or 50 and over.  MORE ON THIS HERE:  https://t.co/9ibBVR0yG6  #COVID #SARSCoV2 #Pfizer #Moderna #BioNTech @FDACBER,"['fda', 'booster', 'covid19', 'vaccine', 'covid', 'sarscov2', 'pfizer', 'moderna', 'biontech']",https://twitter.com/PharmaProWorld/status/1508895270012076040
democrat2theend,3/29/2022 21:53,"@Quitzy3 @FunkadelicTits @jkenney @GovCanHealth Hopefully it's just a question of priority - i.e. prioritizing those who have allergy to mRNA vaccines to get Novavax first, then make it available to those not willing to get Pfizer or Moderna. Similar to when vaxes first came out &amp; they prioritized who could get it.",[],https://twitter.com/democrat2theend/status/1508895207563091973
CASpeakFreely,3/29/2022 21:52,"#Pfizer is running your government. We have all the data in the world that the ""vaccines"" are poison 💀, yet they keep recommending them. This is just more proof, the gov't can NEVER admit that it was wrong, which is political suicide.   They are doubling down on mass murder!  https://t.co/ikuGA4poYG",['pfizer'],https://twitter.com/CASpeakFreely/status/1508894988431605763
realist_brutal,3/29/2022 21:52,@SerenaShimAward @cc_koi @GoodGir17753533 My husband and I are not mixing the vaccines. He’s Pfizer and I’m Moderna. They say the Pfizer immunity drops off a little quicker than Moderna. I’m sticking with Moderna because it’s the devil I know better than the devil I don’t know.,[],https://twitter.com/realist_brutal/status/1508894935478640646
Hutchyy92,3/29/2022 21:52,"Will Smith hit Chris Rock for making an alopecia related joke at the Oscars, The Oscars was sponsored by Pfizer, Pfizer are currently working on a alopecia vaccine  🤔",[],https://twitter.com/Hutchyy92/status/1508894865240829958
SkyNetPlatform,3/29/2022 21:50,"The U.S. Food and Drug Administration will weigh the benefits of authorizing a round of boosters of either the Pfizer/BioNTech or Moderna COVID-19 vaccine to a broader population in the fall, a top official ...  https://t.co/qS38orqrYj",[],https://twitter.com/SkyNetPlatform/status/1508894404941025283
SerenaShimAward,3/29/2022 21:50,@realist_brutal @cc_koi @GoodGir17753533 I was going to ask you if we could mix or match vaccines. I'm going on 7 months since I got the booster. Should I take either Pfizer or Moderna if given the opportunity or not? I've been Pfizer all the way thru so far.,[],https://twitter.com/SerenaShimAward/status/1508894395147464715
Linda40903643,3/29/2022 21:50,"@74motherofhope I believe that Pfizer sponsored the awards.  Pfizer also are advertising a new vaccine/drug for alopecia, does that answer your question!",[],https://twitter.com/Linda40903643/status/1508894303694774277
Oagainstmandate,3/29/2022 21:49,Pfizer and Moderna have caused more damage to childhood vaccine industry in the last year then Jenny McCarthy and autism ever did.,[],https://twitter.com/Oagainstmandate/status/1508894020851875844
ellitweets,3/29/2022 21:47,"Top story: @YanzhongHuang: 'Shanghai appears to have green-lighted the imports of Pfizer's vaccine. '  https://t.co/UNd1NdcXGt, see more  https://t.co/kquOjuG5Jg",[],https://twitter.com/ellitweets/status/1508893563366645762
PhillipsNanl,3/29/2022 21:47,"@Babin4Congress Please Pass Legislation to Enforce Mandatory Covid Vaxx for ALL incoming foreigners for 3 years, start immediately. Pfizer &amp; Moderna. No exemptions. No placebos. Measles vaccines too.",[],https://twitter.com/PhillipsNanl/status/1508893537252757505
TechNewsTube,3/29/2022 21:47,FDA authorizes 2nd booster shots of Pfizer and Moderna COVID-19 vaccines for older adults and immunocompromised people  https://t.co/yMSPPdLwCJ  https://t.co/gyI6kERumv,[],https://twitter.com/TechNewsTube/status/1508893528536977408
HHSRegion7,3/29/2022 21:47,The @US_FDA today authorized a second booster dose of either the @Pfizer or the @moderna_tx #COVID19 #vaccine for people 50 &amp; older and for certain people with compromised immunity. Get #shots 4 months or more after first #booster was received. Details:  https://t.co/kcypUYQaVz,"['covid19', 'vaccine', 'shots', 'booster']",https://twitter.com/HHSRegion7/status/1508893514184200195
MrLexoh,3/29/2022 21:46,"@piianogiirl @stephan_nyc I'm pretty sure my statement included the word ""overseas"" and ""Japan"". We only got Pfizer and Moderna vaccines. I don't think the US bases made vaccines 100% mandatory but I do know they were also offering the Johnson and Johnson, single dose vaccine which had some issues early.",[],https://twitter.com/MrLexoh/status/1508893421422796806
Typ0negative,3/29/2022 21:46,"What are FDA's criteria for issuing a COVID vaccine EUA? What happens when Pfizer and Moderna vaccines fall short? Next up, babies and toddlers  https://t.co/K9zaH2IwGz",[],https://twitter.com/Typ0negative/status/1508893418637783041
FBC_News,3/29/2022 21:45,"50,000 doses of paediatric #Pfizer vaccines will be provided to Fiji with support from the New Zealand government. #FBCNews  #FijiNews #Fiji   More:  https://t.co/JLnySORdBV  https://t.co/WXtdCg9EZc","['pfizer', 'fbcnews', 'fijinews', 'fiji']",https://twitter.com/FBC_News/status/1508893184256253953
Forbes,3/29/2022 21:45,"The Food and Drug Administration Tuesday green-lit a second booster shot of Moderna’s and Pfizer-BioNTech’s Covid-19 vaccine for people ages 50 and older, after data emerged indicating a first booster wanes in effectiveness after three to six months.  https://t.co/ZYXVAjnm3M",[],https://twitter.com/Forbes/status/1508893012390252545
HitzMotion,3/29/2022 21:43,CDC Advises To Mix J&amp;J Covid Vaccine With Pfizer Or Moderna Booster  https://t.co/QPCNFhAH0H,[],https://twitter.com/HitzMotion/status/1508892672102121474
StarCreativeI,3/29/2022 21:42,"@Phil_Lewis_ Can't take the @pfizer or Moderna due to my extreme allergy to nickel in the PEG which houses the mRNA. I can only get the J&amp;J #COVID19 #vaccine, which is unfortunately being phased out since my last #Booster in November 2021. 😢","['covid19', 'vaccine', 'booster']",https://twitter.com/StarCreativeI/status/1508892482305765393
RaymondDurk,3/29/2022 21:42,FDA authorizes fourth Pfizer and Moderna Covid vaccine doses for people age 50 and older.  https://t.co/EV6oboof8W,[],https://twitter.com/RaymondDurk/status/1508892347978842112
avisonews_,3/29/2022 21:41,CDC Advises To Mix J&amp;J Covid Vaccine With Pfizer Or Moderna Booster  https://t.co/ccpqpbh7Kh,[],https://twitter.com/avisonews_/status/1508892175903379456
LvMojo2015,3/29/2022 21:41,"@Bob_Wachter @UCSF Don't trust them.  Pfizer wanted vaccine data undisclosed for 75 years, huh.",[],https://twitter.com/LvMojo2015/status/1508892012036034560
Supermo78619026,3/29/2022 21:39,"@IzzieKraft @SAHPRA1 Adam Konrad, 41, received the first dose of the Pfizer vaccine on April 23, 2021.  At 3 weeks he had a first heart attack and in five months he has had 5 heart attacks.  https://t.co/D05N7xsKtP",[],https://twitter.com/Supermo78619026/status/1508891650533339142
pklxrmo_erifio,3/29/2022 21:39,FDA approves fourth shot of Pfizer and Moderna vaccines for over 50s - and approves a fourth AND fifth shot for Americans over 12 and with underlying conditions  It seems like some people will finally get to that 10 shot pizza coupon #clotshot   https://t.co/xMOt5rPLSE,['clotshot'],https://twitter.com/pklxrmo_erifio/status/1508891581167939591
mrpeterivan,3/29/2022 21:38,CDC Advises To Mix J&amp;J Covid Vaccine With Pfizer Or Moderna Booster      https://t.co/bfpIAapBcP,[],https://twitter.com/mrpeterivan/status/1508891285670793224
NaturePortfolio,3/29/2022 21:38,A comparison shows that the COVID-19 vaccines made by Pfizer and Moderna outperform those from Johnson &amp; Johnson and Novavax1. The data also provide a detailed picture of the immune protection that each vaccine offers. Read the @Nature news article.  https://t.co/uk4tYYpDG6,[],https://twitter.com/NaturePortfolio/status/1508891240905035778
Hellzapop_in,3/29/2022 21:37,@MrLexoh @stephan_nyc With which brand of vaccine? Not Pfizer?,[],https://twitter.com/Hellzapop_in/status/1508891199171608600
